城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2866660,0.6690305281673787,1351500,0.628673659062111,0,0,770000
台中,244500,0.057062213215701936,143400,0.06670499645542488,0,0,170000
桃園,955828,0.2230742786647769,533299,0.24807327688062503,81800,0,380000
新竹,121810,0.028428417962391216,62890,0.029254373968491426,0,0,0
高雄,95999,0.022404561989751208,58675,0.02729369363334766,0,0,0
加總,4284797,1.0,2149764,1.0,81800,0,1320000
