城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2913860,0.6729162668580667,1400500,0.635417120374,0,0,820000
台中,244500,0.056463943788238734,143400,0.06506163160416395,0,0,170000
桃園,955828,0.22073545383731963,536899,0.2435950135749234,95800,0,380000
新竹,120010,0.027714674413196444,64590,0.029304956661875516,0,0,0
高雄,95999,0.022169661103178445,58675,0.026621277785037097,0,0,0
加總,4330197,1.0,2204064,1.0,95800,0,1370000
