城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2933260,0.6700312211898407,1592300,0.6535961126567699,0,0,820000
台中,256200,0.05852259904298875,147200,0.06042162141749452,0,0,170000
桃園,968427,0.2212133685534913,557699,0.22892036578067443,106800,0,380000
新竹,120010,0.02741333767037112,64590,0.02651244923475524,0,0,0
高雄,99899,0.022819473543308093,74425,0.03054945091030591,0,0,0
加總,4377796,1.0,2436214,1.0,106800,0,1370000
