城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2921660,0.6715692482950798,1485300,0.6451055283715266,0,0,820000
台中,247800,0.05695900951086738,143400,0.06228245658686926,0,0,170000
桃園,961128,0.22092372434689647,541899,0.2353612339049363,95800,0,380000
新竹,120010,0.027585354041158975,64590,0.02805316506935764,0,0,0
高雄,99899,0.022962663805997336,67225,0.029197616067310223,0,0,0
加總,4350497,1.0,2302414,1.0,95800,0,1370000
