城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2594460,0.6547703322004332,1022400,0.6663364529836544,0,0,770000
台中,225000,0.05678381040567111,118200,0.07703537631325112,0,0,170000
桃園,926528,0.23383017905575842,333720,0.21749784926614354,72400,0,330000
新竹,115210,0.02907583465261053,28590,0.018633176047342215,0,0,0
高雄,101199,0.025539843685526715,31450,0.020497145389608697,0,0,0
加總,3962397,1.0,1534360,1.0,72400,0,1270000
