城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2706660,0.6615523331142547,1077800,0.6380686258258542,0,0,770000
台中,225000,0.054993709941665116,125400,0.07423808283407138,0,0,170000
桃園,943408,0.23058447070509513,399220,0.23634232399535865,75800,0,330000
新竹,123610,0.030212322159507667,44790,0.026516138198868076,0,0,0
高雄,92699,0.022657164079477397,41950,0.02483482914584764,0,0,0
加總,4091377,1.0,1689160,1.0,75800,0,1270000
