城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2974260,0.6724993081143267,1687000,0.6453923120653549,0,0,820000
台中,256200,0.05792846716120665,147000,0.056237504370840054,0,0,170000
桃園,972027,0.21978155405662067,621099,0.23761263760016588,114300,0,380000
新竹,124810,0.028220343428533183,84390,0.032284918325545524,0,0,0
高雄,95399,0.021570327239312855,74425,0.02847262763809368,0,0,0
加總,4422696,1.0,2613914,1.0,114300,0,1370000
