城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2574060,0.6565982118191556,1022400,0.6663364529836544,0,0,770000
台中,216600,0.05525091593825672,118200,0.07703537631325112,0,0,170000
桃園,923728,0.23562704560394276,333720,0.21749784926614354,72400,0,330000
新竹,115210,0.02938807952560737,28590,0.018633176047342215,0,0,0
高雄,90699,0.02313574711303761,31450,0.020497145389608697,0,0,0
加總,3920297,1.0,1534360,1.0,72400,0,1270000
