城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2519660,0.6534562515544373,1022400,0.672649280244217,0,0,720000
台中,216600,0.05617369966054591,113400,0.07460722650596069,0,0,170000
桃園,913728,0.23696898542673728,324120,0.21324245374878287,72400,0,330000
新竹,115210,0.029878910147236818,28590,0.01880970551856628,0,0,0
高雄,90699,0.023522153211042722,31450,0.020691333982473224,0,0,0
加總,3855897,1.0,1519960,1.0,72400,0,1220000
